student_number,student_id,rdm_condition,condition_assignment,initial_school_id,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,LevelTested,ScaleScore,PerformanceLevel,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,userID,xref,o_total_multimedia_tasks,o_total_multiple_choice_tasks,o_total_goal_state_tasks,o_total_canvas_tasks,o_total_line_it_up_tasks,o_total_hot_spot_tasks,o_game_best_step,o_completed_best_step,o_worlds_attempted,o_worlds_cleared,o_worlds_completed,o_avg_time_session,o_avg_problem_session,o_avg_completion_session,o_seen,o_tried,o_num_visit,o_total_autogradable,o_distinct_completed,o_percentage_completed,o_total_completed,o_total_finished,o_total_correct,o_first_completed,o_percent_first_completed,o_total_goback,o_avg_gobacks,o_percent_gobacks,o_distinct_reset,o_total_reset,o_avg_resets,o_percentage_reset,o_num_attempts,o_avg_attempts,o_percent_attempts_completed,o_use_hint,o_percentage_hint,o_clover_highest,o_avg_clover_highest,o_clover_first,o_avg_clover_first,o_clover_last,o_avg_clover_last,o_time_interaction,o_time_interaction_in_min,o_avg_time_problem_in_min,o_avg_time_per_step,o_time_first,o_avg_time_first,o_avg_time_interaction_first,o_avg_time_interaction_first_percent,o_time_last,o_avg_time_last,o_avg_time_interaction_last,o_avg_time_interaction_last_percent,o_interaction_step_first,o_percent_interaction_step_first,o_interaction_step_last,o_percent_interaction_step_last,o_user_total_step,o_user_step_first,o_avg_first_efficiency,o_avg_first_more_step,o_user_last_step,o_avg_last_efficiency,o_avg_last_more_step,o_error,o_percent_error,o_total_error,o_avg_total_error,o_first_error,o_avg_first_error,o_last_error,o_avg_last_error,o_keypad_error,o_first_keypad_error,o_last_keypad_error,o_shaking_error,o_first_shaking_error,o_last_shaking_error,o_snapping_error,o_first_snapping_error,o_last_snapping_error
166881,F7S1113-135,FH2T,FH2T,S11,F7T1113,F7T1113-1,31,S04,F7T0402,F7T0402-1,21,Mathematics,VIRTUAL_INPERSON,1,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,45,0,1,LMMS,,,45,0.25,0.25,0,100,1650,470a6b20-cf6d-0138-8b82-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,74,4.00,2.00,0.00,946700.17,7.4,6.17,65.00,64.00,75.00,252.00,35.00,0.14,37.00,35.00,35.00,23.00,0.66,2.00,N/A,0.06,15.00,63.00,0.97,0.23,136.00,2.09,0.27,7.00,0.11,98.00,1.51,66.00,1.02,98.00,1.51,5380204.00,89.67,1.38,16865.84,2536998.50,39640.6,14616.06,0.47,1574683.00,44990.94,12570.4,0.39,52.00,0.81,23.00,0.66,319.00,0.00,0.96,0.17,82.00,0.95,0.23,27.00,0.42,197.00,3.03,129.00,1.98,45.00,1.29,93.00,75.00,17.00,66.00,36.00,20.00,38.00,18.00,8.00
106126,F7S1002-101,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,573,Proficient Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,12,167,3,1,VICKERY CREEK ELEM,,,179,1,0.93,0.02,93.3,1,3.64,174.36,0.82,1,VCMS,,,178,1,0.98,0,97.96,2671,742dcd10-cf6c-0138-84e6-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,335,8.00,7.00,5.00,1236777.61,20.86,16.22,126.00,126.00,169.00,252.00,124.00,0.49,146.00,124.00,124.00,100.00,0.81,14.00,N/A,0.11,26.00,59.00,0.47,0.21,238.00,1.89,0.61,9.00,0.07,370.00,2.94,290.00,2.3,369.00,2.93,10231003.50,170.52,1.35,17399.67,4191741.50,33267.79,16770.62,0.52,3501116.00,28234.81,11872.28,0.44,96.00,0.76,100.00,0.81,588.00,0.00,0.97,0.13,339.00,0.99,0.03,44.00,0.35,244.00,1.94,97.00,0.77,98.00,0.79,68.00,22.00,45.00,116.00,50.00,28.00,60.00,25.00,25.00
119456,F7S1002-117,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,3,N,1,0,Grade 5,599,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,2,1,VICKERY CREEK ELEM,,,179,1,0.99,0.01,98.88,1,0.47,177.53,0.38,1,VCMS,,,178,1,1,0,99.74,2673,77d51b10-cf6c-0138-8502-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,644,11.00,10.00,10.00,1559143.61,30.11,30.11,193.00,193.00,298.00,252.00,192.00,0.76,271.00,192.00,192.00,142.00,0.74,38.00,N/A,0.2,57.00,190.00,0.98,0.30,501.00,2.6,0.54,32.00,0.17,562.00,2.91,403.00,2.09,560.00,2.9,14032296.00,233.87,1.21,7647.03,4808521.50,24914.62,10332.86,0.46,4600661.00,23961.78,10120.72,0.39,148.00,0.77,155.00,0.81,1835.00,0.00,0.96,0.2,667.00,0.98,0.12,98.00,0.51,532.00,2.76,190.00,0.98,151.00,0.79,97.00,53.00,36.00,242.00,70.00,64.00,193.00,67.00,51.00
124599,F7S1002-215,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,654,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,9,170,3,1,VICKERY CREEK ELEM,,,179,1,0.95,0.02,94.97,1,7.03,170.97,0.79,1,VCMS,,,178,1,0.96,0,96.05,2665,7c6ce9c0-cf6c-0138-8528-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,687,12.00,11.00,11.00,1577698.61,25.22,25.22,203.00,203.00,237.00,252.00,202.00,0.80,227.00,202.00,202.00,135.00,0.67,23.00,N/A,0.11,70.00,147.00,0.72,0.34,393.00,1.94,0.58,19.00,0.09,570.00,2.81,372.00,1.83,570.00,2.81,14199290.00,236.65,1.17,9613.6,8774028.00,43221.81,17932.5,0.44,5143986.00,25465.28,8831.62,0.33,146.00,0.72,155.00,0.77,1477.00,0.00,0.94,0.37,732.00,0.97,0.22,116.00,0.57,545.00,2.68,318.00,1.57,186.00,0.92,77.00,42.00,13.00,269.00,170.00,96.00,199.00,106.00,77.00
120713,F7S1002-207,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,686,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,4,175,3,1,VICKERY CREEK ELEM,,,179,1,0.98,0.02,97.77,1,4.71,173.29,4.71,1,VCMS,,,178,1,0.97,0.03,97.35,2666,7a99cb80-cf6c-0138-8519-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,687,12.00,11.00,11.00,1502521.13,30.25,30.25,203.00,202.00,259.00,252.00,202.00,0.80,242.00,202.00,202.00,154.00,0.76,30.00,N/A,0.15,52.00,124.00,0.61,0.26,395.00,1.95,0.61,15.00,0.07,568.00,2.8,434.00,2.14,568.00,2.8,12020171.00,200.34,0.99,8143.75,6277713.00,31077.79,12692.2,0.47,5185092.00,25668.77,9351.72,0.38,166.00,0.82,173.00,0.86,1476.00,0.00,0.95,0.28,786.00,0.96,0.49,69.00,0.34,264.00,1.3,140.00,0.69,92.00,0.46,28.00,21.00,8.00,117.00,66.00,32.00,119.00,53.00,52.00
120855,F7S1002-210,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,725,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,3,176,0,1,VICKERY CREEK ELEM,,,179,1,0.98,0,98.32,1,0.87,177.13,0,1,VCMS,,,178,1,1,0,99.51,2664,7b499800-cf6c-0138-851e-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,931,14.00,14.00,12.00,1422491,36.78,36.78,248.00,248.00,369.00,252.00,246.00,0.98,331.00,246.00,246.00,187.00,0.76,35.00,N/A,0.14,68.00,180.00,0.73,0.27,563.00,2.27,0.59,32.00,0.13,683.00,2.75,517.00,2.08,683.00,2.75,12802422.50,213.37,0.86,5388.22,5394400.50,21751.61,8398.41,0.46,5040736.00,20490.8,6043.2,0.36,211.00,0.85,208.00,0.85,2376.00,0.00,0.95,0.35,1022.00,0.96,0.37,102.00,0.41,567.00,2.29,160.00,0.65,189.00,0.77,58.00,17.00,45.00,287.00,84.00,75.00,222.00,59.00,69.00
119672,F7S1002-120,FH2T,FH2T,S10,,,25,S10,F7T1004,F7T1004-3,15,Mathematics,INPERSON,1,6,N,0,1,Grade 5,635,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,86,1,1,VICKERY CREEK ELEM,,,90,0.5,0.48,0.01,95.56,1,2.44,175.56,0.78,1,VCMS,,,178,1,0.99,0,98.63,2667,7880c8d0-cf6c-0138-8507-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,63,2.00,1.00,1.00,1622513,30,30,29.00,28.00,34.00,252.00,28.00,0.11,30.00,28.00,28.00,22.00,0.79,2.00,N/A,0.07,7.00,9.00,0.31,0.24,43.00,1.48,0.7,0.00,0.00,78.00,2.69,62.00,2.14,78.00,2.69,1622513.00,27.04,0.93,15906.99,920149.00,32862.46,14949.07,0.57,823753.00,29419.75,12558.14,0.49,21.00,0.75,19.00,0.68,102.00,0.00,0.94,0.18,70.00,0.93,0.25,13.00,0.45,56.00,1.93,39.00,1.34,39.00,1.39,9.00,6.00,4.00,25.00,19.00,19.00,22.00,14.00,16.00
118274,F7S1002-107,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,648,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,9.5,169.5,2.85,1,KELLY MILL,,,179,1,0.95,0.02,94.69,1,1.91,176.09,0.79,1,VCMS,,,178,1,0.99,0,98.93,2668,7592e481-cf6c-0138-84ef-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,246,7.00,6.00,2.00,1461819.58,25.2,21,101.00,101.00,137.00,252.00,100.00,0.40,126.00,100.00,100.00,89.00,0.89,15.00,N/A,0.15,14.00,54.00,0.53,0.14,196.00,1.94,0.64,8.00,0.08,293.00,2.9,253.00,2.5,291.00,2.88,7904489.00,131.74,1.3,10828.07,2474700.00,24501.98,10732.89,0.53,2897056.00,28970.56,9483.83,0.5,85.00,0.84,88.00,0.88,730.00,0.00,0.95,0.26,356.00,0.97,1.1,30.00,0.30,239.00,2.37,63.00,0.62,56.00,0.56,62.00,30.00,17.00,130.00,18.00,19.00,47.00,15.00,20.00
118435,F7S1002-110,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,630,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,12,167,3,1,VICKERY CREEK ELEM,,,179,1,0.93,0.02,93.3,1,6.51,171.49,0,1,VCMS,,,178,1,0.96,0,96.34,2670,764410a0-cf6c-0138-84f5-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,929,14.00,14.00,12.00,1566091.83,32.11,32.11,248.00,248.00,315.00,252.00,246.00,0.98,289.00,246.00,246.00,163.00,0.66,23.00,N/A,0.09,92.00,235.00,0.95,0.37,568.00,2.29,0.51,37.00,0.15,697.00,2.81,457.00,1.84,696.00,2.81,14094830.50,234.91,0.95,6228.38,5805280.00,23408.39,9347.73,0.47,4946521.00,20107.81,5529.66,0.33,207.00,0.83,203.00,0.83,2263.00,0.00,0.95,0.25,988.00,0.97,0.24,114.00,0.46,604.00,2.44,188.00,0.76,187.00,0.76,48.00,15.00,20.00,336.00,93.00,91.00,219.00,79.00,76.00
122529,F7S1002-214,FH2T,FH2T,S10,,,25,S10,,,25,,INPERSON,1,,,0,1,Grade 5,617,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,0,1,VICKERY CREEK ELEM,,,179,1,0.97,0,97.21,1,1.32,176.68,0.78,1,VCMS,,,178,1,0.99,0,99.26,2669,7c2f9110-cf6c-0138-8526-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,335,9.00,8.00,1.00,1440830.5,31,31,122.00,119.00,131.00,252.00,119.00,0.47,124.00,119.00,119.00,99.00,0.83,5.00,N/A,0.04,21.00,49.00,0.4,0.17,183.00,1.5,0.68,3.00,0.02,328.00,2.69,276.00,2.26,328.00,2.69,5763323.50,96.06,0.79,9919.66,3410930.00,28663.28,10240.28,0.47,3253862.00,27343.38,8725.49,0.42,95.00,0.8,95.00,0.8,581.00,0.00,0.95,0.24,374.00,0.94,0.33,40.00,0.33,196.00,1.61,78.00,0.64,76.00,0.64,25.00,12.00,14.00,75.00,20.00,23.00,96.00,46.00,39.00
120058,F7S1002-204,FH2T,FH2T,S10,,,25,S10,,,25,Accelerated Mathematics,INPERSON,1,6,N,1,0,Grade 5,630,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,8.55,170.45,0.95,1,KELLY MILL,,,179,1,0.95,0.01,95.22,1,5.05,172.95,0.78,1,VCMS,,,178,1,0.97,0,97.16,2672,79ed5a70-cf6c-0138-8513-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,698,14.00,13.00,1.00,1655358.33,24.11,24.11,204.00,201.00,241.00,252.00,199.00,0.79,217.00,199.00,199.00,122.00,0.61,12.00,N/A,0.06,78.00,208.00,1.02,0.38,456.00,2.24,0.48,48.00,0.24,533.00,2.61,338.00,1.66,533.00,2.61,14378351.50,239.64,1.17,8936.2,6978236.00,34717.59,13559.3,0.47,5495768.00,27616.92,8256.56,0.33,163.00,0.81,166.00,0.83,1609.00,0.00,0.94,0.43,830.00,0.92,0.66,103.00,0.50,418.00,2.05,174.00,0.85,143.00,0.72,59.00,33.00,23.00,159.00,67.00,54.00,200.00,74.00,66.00
119714,F7S1002-202,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,1,Y,0,1,Grade 5,635,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,179,0,1,WHITLOW,,,179,1,1,0,100,1,3.05,174.95,0,1,VCMS,,,178,1,0.98,0,98.29,2540,79784e80-cf6c-0138-850f-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,466,9.00,8.00,2.00,1636331.6,34.4,34.4,150.00,146.00,188.00,252.00,145.00,0.58,172.00,145.00,145.00,115.00,0.79,20.00,N/A,0.14,38.00,80.00,0.53,0.25,270.00,1.8,0.64,8.00,0.05,409.00,2.73,325.00,2.17,409.00,2.73,8181659.50,136.36,0.91,9020.57,4355467.00,29831.97,13462.49,0.53,3989778.00,27515.71,9330.43,0.42,121.00,0.83,126.00,0.87,907.00,0.00,0.96,0.24,509.00,0.97,0.3,50.00,0.33,210.00,1.4,75.00,0.5,51.00,0.35,29.00,16.00,14.00,71.00,20.00,7.00,110.00,39.00,30.00
121947,F7S1002-213,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,621,Distinguished Learner,0,0,0,0,0,1,1,0,0,0,,,0,0,1,0,179,0,1,KELLY MILL,,,179,1,1,0,100,1,1.09,176.91,0.31,1,VCMS,,,178,1,0.99,0,99.39,2536,7bf7ddd0-cf6c-0138-8524-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,430,9.00,8.00,6.00,1238083.43,24.86,24.86,143.00,143.00,193.00,252.00,142.00,0.56,174.00,142.00,142.00,108.00,0.76,19.00,N/A,0.13,39.00,80.00,0.56,0.27,283.00,1.98,0.61,12.00,0.08,412.00,2.88,310.00,2.17,412.00,2.88,8666585.50,144.44,1.01,10089.16,4774817.50,33390.33,13965.36,0.46,3926219.00,27649.43,11790.69,0.41,106.00,0.74,112.00,0.79,859.00,0.00,0.96,0.19,448.00,0.98,0.13,66.00,0.46,254.00,1.78,132.00,0.92,83.00,0.58,24.00,20.00,8.00,114.00,55.00,24.00,116.00,57.00,51.00
114273,F7S1002-104,FH2T,FH2T,S10,,,26,S10,F7T1003,F7T1003-5,37,Mathematics,INPERSON,1,6,N,0,1,Grade 5,725,Distinguished Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,7.6,171.4,4.75,1,KELLY MILL,,,179,1,0.96,0.03,95.75,1,6.25,171.75,1.57,1,VCMS,,,178,1,0.96,0.01,96.49,2539,74db76b1-cf6c-0138-84ea-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,157,4.00,3.00,3.00,1373811.5,39,39,65.00,64.00,83.00,252.00,64.00,0.25,78.00,64.00,64.00,50.00,0.78,10.00,N/A,0.16,16.00,35.00,0.54,0.25,120.00,1.85,0.65,1.00,0.02,190.00,2.92,142.00,2.18,190.00,2.92,2747623.50,45.79,0.7,10774.99,1428641.00,22322.52,8407.36,0.47,1178570.00,18415.16,5645.17,0.38,47.00,0.73,50.00,0.78,255.00,0.00,0.95,0.2,160.00,0.99,0.05,30.00,0.46,119.00,1.83,53.00,0.82,40.00,0.63,17.00,10.00,8.00,35.00,17.00,17.00,66.00,26.00,15.00
119580,F7S1002-118,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,686,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,2.85,176.15,0,1,KELLY MILL,,,179,1,0.98,0,98.41,1,0.66,177.34,0,1,VCMS,,,178,1,1,0,99.63,2533,781273d0-cf6c-0138-8504-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,812,14.00,14.00,5.00,1635760.83,24.67,24.67,222.00,220.00,238.00,252.00,219.00,0.87,222.00,219.00,219.00,170.00,0.78,3.00,N/A,0.01,50.00,141.00,0.64,0.23,394.00,1.77,0.56,17.00,0.08,556.00,2.5,445.00,2,556.00,2.5,14721851.00,245.36,1.11,8160.67,8019277.50,36451.26,13313.25,0.41,7447893.00,34008.64,8832.02,0.34,163.00,0.74,165.00,0.75,1804.00,0.00,0.91,0.74,1026.00,0.9,0.98,98.00,0.44,478.00,2.15,224.00,1.01,205.00,0.94,57.00,32.00,39.00,131.00,68.00,48.00,290.00,124.00,118.00
119679,F7S1002-121,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,599,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,2,1,VICKERY CREEK ELEM,,,179,1,0.98,0.01,97.77,1,3.66,174.34,2.02,1,VCMS,,,178,1,0.98,0.01,97.94,2537,78bdfa70-cf6c-0138-8509-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,491,11.00,10.00,1.00,1130300.06,26.14,20.33,162.00,159.00,200.00,252.00,157.00,0.62,183.00,157.00,157.00,102.00,0.65,24.00,N/A,0.15,58.00,147.00,0.91,0.36,350.00,2.16,0.52,19.00,0.12,405.00,2.5,273.00,1.69,405.00,2.5,10172704.50,169.55,1.05,8853.53,4240301.00,26668.56,11041.92,0.45,3381532.00,21538.42,7180.9,0.34,116.00,0.73,131.00,0.83,1149.00,0.00,0.9,0.49,604.00,0.89,0.72,82.00,0.51,390.00,2.41,169.00,1.04,110.00,0.7,44.00,23.00,7.00,230.00,97.00,65.00,116.00,49.00,38.00
120499,F7S1002-206,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,1,Y,0,1,Grade 5,630,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,3,176,0,1,VICKERY CREEK ELEM,,,179,1,0.98,0,98.32,1,1.8,176.2,0,1,VCMS,,,178,1,0.99,0,98.99,2538,7a5ce800-cf6c-0138-8517-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,475,9.00,8.00,8.00,1535996,38.4,38.4,151.00,151.00,219.00,252.00,150.00,0.60,192.00,150.00,150.00,122.00,0.81,25.00,N/A,0.17,36.00,88.00,0.58,0.24,319.00,2.11,0.6,17.00,0.11,431.00,2.85,342.00,2.26,430.00,2.85,7679981.00,128.00,0.85,7007.28,4051073.00,26828.3,11311.41,0.48,3250365.00,21669.1,8268.42,0.43,120.00,0.79,121.00,0.81,1096.00,0.00,0.94,0.25,507.00,0.98,0.21,64.00,0.42,360.00,2.38,151.00,1,93.00,0.62,59.00,20.00,13.00,202.00,80.00,44.00,99.00,51.00,36.00
120800,F7S1002-209,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,1,Y,0,1,Grade 5,648,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,178,0,1,VICKERY CREEK ELEM,,,179,1,0.99,0,99.44,1,1.34,176.66,0.79,1,VCMS,,,178,1,0.99,0,99.25,2535,7b0895b0-cf6c-0138-851c-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,551,10.00,9.00,8.00,1474081.94,28.56,28.56,165.00,164.00,328.00,252.00,164.00,0.65,257.00,164.00,164.00,120.00,0.73,55.00,N/A,0.34,59.00,282.00,1.71,0.36,637.00,3.86,0.4,27.00,0.16,459.00,2.78,321.00,1.95,455.00,2.76,15802801.50,263.38,1.6,7387.94,4725168.00,28812,11826.59,0.43,4116942.00,25103.3,8415.41,0.34,123.00,0.75,123.00,0.75,2139.00,0.00,0.91,0.46,625.00,0.96,0.45,96.00,0.58,874.00,5.3,147.00,0.89,162.00,0.99,161.00,19.00,19.00,354.00,68.00,63.00,359.00,61.00,80.00
139454,F7S1002-221,FH2T,FH2T,S10,,,26,S10,,,26,Accelerated Mathematics,INPERSON,1,6,N,0,1,Grade 5,584,Distinguished Learner,0,0,0,0,0,1,1,0,0,0,,,0,0,1,11,168,2,1,VICKERY CREEK ELEM,,,179,1,0.94,0.01,93.85,1,3.44,174.56,2.15,1,VCMS,,,178,1,0.98,0.01,98.07,3019,7dcdbb50-cf6c-0138-8532-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,356,9.00,8.00,2.00,1713298.3,26,26,126.00,125.00,145.00,252.00,123.00,0.49,130.00,123.00,123.00,98.00,0.8,6.00,N/A,0.05,29.00,68.00,0.54,0.23,222.00,1.76,0.59,12.00,0.10,349.00,2.77,279.00,2.21,349.00,2.77,8566493.50,142.77,1.13,11331.34,3933522.00,31468.18,8812.74,0.47,2316552.00,18833.76,5817.37,0.39,94.00,0.75,102.00,0.83,756.00,0.00,0.98,0.16,382.00,0.98,0.21,54.00,0.43,439.00,3.48,154.00,1.22,110.00,0.89,162.00,46.00,16.00,210.00,82.00,67.00,67.00,26.00,27.00
133594,F7S1104-210,FH2T,FH2T,S11,,,91,S11,,,91,Mathematics - Virtual,VIRTUAL,1,6,N,0,1,Grade 5,546,Proficient Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,6.65,172.35,2.85,1,KELLY MILL,,,179,1,0.96,0.02,96.28,1,3.94,174.06,1.36,1,VCMS,,,178,1,0.98,0.01,97.79,2639,db996120-cf6c-0138-8830-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,421,8.00,8.00,7.00,1306955.39,20.11,20.11,140.00,140.00,224.00,252.00,140.00,0.56,181.00,140.00,140.00,109.00,0.78,21.00,N/A,0.15,39.00,125.00,0.89,0.28,357.00,2.55,0.51,8.00,0.06,415.00,2.96,311.00,2.22,414.00,2.96,11462602.50,191.04,1.36,10198.04,3766771.50,26905.51,12462.61,0.49,2908781.00,20777.01,7070.82,0.39,110.00,0.79,118.00,0.84,1124.00,0.00,0.95,0.19,429.00,1,0.06,49.00,0.35,503.00,3.59,128.00,0.91,123.00,0.88,150.00,61.00,65.00,244.00,39.00,36.00,108.00,28.00,21.00
118555,F7S1104-109,FH2T,FH2T,S11,,,91,S11,,,91,Mathematics - Virtual,VIRTUAL,1,3,N,0,1,Grade 5,585,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,179,0,1,KELLY MILL,,,179,1,1,0,100,1,0,178,0,1,VCMS,,,178,1,1,0,100,2725,d220f920-cf6c-0138-87e1-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,105,3.00,2.00,1.00,575156.33,15.67,15.67,44.00,44.00,49.00,252.00,43.00,0.17,47.00,43.00,43.00,35.00,0.81,4.00,N/A,0.09,8.00,14.00,0.32,0.18,64.00,1.45,0.73,2.00,0.05,117.00,2.66,95.00,2.16,117.00,2.66,1725469.50,28.76,0.65,10209.88,1240704.00,28197.82,10703.52,0.51,905167.00,21050.4,6813.95,0.43,34.00,0.77,32.00,0.74,169.00,0.00,0.9,0.4,121.00,0.9,0.37,18.00,0.41,65.00,1.48,28.00,0.64,45.00,1.05,38.00,10.00,25.00,4.00,3.00,4.00,23.00,15.00,16.00
119642,F7S1104-110,FH2T,FH2T,S11,,,91,S11,,,91,Mathematics - Virtual,VIRTUAL,1,6,N,1,0,Grade 5,546,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,0,1,VICKERY CREEK ELEM,,,179,1,0.97,0,97.21,1,4.72,173.28,0,1,VCMS,,,178,1,0.97,0,97.35,2709,d258d370-cf6c-0138-87e3-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,329,8.00,7.00,4.00,1702057.88,22.71,19.88,125.00,125.00,174.00,252.00,122.00,0.48,159.00,122.00,122.00,101.00,0.83,35.00,N/A,0.29,28.00,46.00,0.37,0.22,231.00,1.85,0.69,11.00,0.09,309.00,2.47,253.00,2.02,306.00,2.45,13616465.00,226.94,1.82,17799.3,5389781.50,43118.25,20900.99,0.52,3892449.00,31905.32,15686.16,0.47,101.00,0.81,104.00,0.85,765.00,0.00,0.84,0.78,432.00,0.84,0.84,46.00,0.37,210.00,1.68,107.00,0.86,59.00,0.48,49.00,34.00,5.00,99.00,49.00,31.00,62.00,24.00,23.00
137090,F7S1104-216,FH2T,FH2T,S11,,,91,S11,,,91,Mathematics - Virtual,VIRTUAL,1,3,N,1,0,Grade 5,564,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,0,1,VICKERY CREEK ELEM,,,179,1,0.98,0,97.77,1,4.26,173.74,1.01,1,VCMS,,,178,1,0.98,0.01,97.61,2693,dd02be60-cf6c-0138-883a-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,332,8.00,7.00,3.00,1485137.2,26,26,126.00,125.00,153.00,252.00,121.00,0.48,130.00,121.00,121.00,88.00,0.73,8.00,N/A,0.07,37.00,98.00,0.78,0.29,259.00,2.06,0.5,24.00,0.19,331.00,2.63,242.00,1.92,331.00,2.63,7425687.50,123.76,0.98,9954,3814829.50,30518.64,12399.79,0.48,2704680.00,22352.73,9741.98,0.4,89.00,0.71,90.00,0.74,746.00,0.00,0.93,0.32,374.00,0.93,0.35,59.00,0.47,266.00,2.11,130.00,1.03,72.00,0.6,43.00,18.00,17.00,135.00,77.00,35.00,87.00,35.00,19.00
